Klaszter,Klaszter_ID,Elemszám (db),Elemszám (%),Átlag age,Átlag balance,Min age,Max age,Min balance,Max balance
Cluster_87,87,9,0.01990665988365663,46.0,1931.6666666666667,46,46,1906,1950
Cluster_499,499,9,0.01990665988365663,32.0,1912.3333333333333,32,32,1900,1923
Cluster_541,541,9,0.01990665988365663,47.0,-498.1111111111111,47,47,-535,-468
Cluster_224,224,9,0.01990665988365663,23.0,230.77777777777777,23,23,206,252
Cluster_874,874,9,0.01990665988365663,33.0,2464.8888888888887,33,33,2441,2485
Cluster_511,511,9,0.01990665988365663,47.0,-233.88888888888889,47,47,-246,-213
Cluster_521,521,9,0.01990665988365663,36.0,4594.777777777777,36,36,4576,4613
Cluster_515,515,9,0.01990665988365663,37.0,-489.1111111111111,37,37,-510,-475
Cluster_654,654,9,0.01990665988365663,38.0,2460.0,38,38,2442,2472
Cluster_979,979,9,0.01990665988365663,67.0,702.3333333333334,67,67,694,714
Cluster_506,506,9,0.01990665988365663,34.0,-453.44444444444446,34,34,-480,-422
Cluster_793,793,9,0.01990665988365663,46.0,1590.2222222222222,46,46,1568,1605
Cluster_791,791,9,0.01990665988365663,61.0,86.88888888888889,61,61,76,103
Cluster_500,500,9,0.01990665988365663,30.0,2162.3333333333335,30,30,2143,2191
Cluster_324,324,9,0.01990665988365663,52.0,1509.7777777777778,52,52,1490,1541
Cluster_122,122,9,0.01990665988365663,51.0,-71.11111111111111,51,51,-101,-55
Cluster_183,183,9,0.01990665988365663,57.0,1228.5555555555557,57,57,1216,1244
Cluster_715,715,9,0.01990665988365663,39.0,2308.5555555555557,39,39,2288,2321
Cluster_455,455,9,0.01990665988365663,32.0,2978.8888888888887,32,32,2974,2996
Cluster_95,95,9,0.01990665988365663,46.0,1035.7777777777778,46,46,1028,1045
Cluster_193,193,9,0.01990665988365663,41.0,-319.1111111111111,41,41,-333,-298
Cluster_208,208,9,0.01990665988365663,30.0,-385.0,30,30,-397,-366
Cluster_106,106,9,0.01990665988365663,61.0,188.0,61,61,173,211
Cluster_467,467,9,0.01990665988365663,27.0,1609.4444444444443,27,27,1595,1636
Cluster_475,475,9,0.01990665988365663,33.0,2299.8888888888887,33,33,2279,2321
Cluster_142,142,9,0.01990665988365663,49.0,1397.3333333333333,49,49,1377,1430
Cluster_940,940,9,0.01990665988365663,26.0,1224.4444444444443,26,26,1200,1256
Cluster_937,937,9,0.01990665988365663,47.0,2289.222222222222,47,47,2261,2322
Cluster_737,737,9,0.01990665988365663,58.0,2725.5555555555557,58,58,2690,2747
Cluster_729,729,9,0.01990665988365663,38.0,2269.4444444444443,38,38,2240,2299
Cluster_400,400,9,0.01990665988365663,52.0,1799.3333333333333,52,52,1781,1818
Cluster_188,188,9,0.01990665988365663,47.0,-111.33333333333333,47,47,-130,-98
Cluster_163,163,9,0.01990665988365663,46.0,2034.3333333333333,46,46,2017,2052
Cluster_746,746,9,0.01990665988365663,37.0,2688.5555555555557,37,37,2657,2722
Cluster_385,385,9,0.01990665988365663,29.0,1173.6666666666667,29,29,1165,1186
Cluster_755,755,9,0.01990665988365663,35.0,2658.6666666666665,35,35,2643,2688
Cluster_190,190,9,0.01990665988365663,53.0,-122.66666666666667,53,53,-139,-102
Cluster_386,386,9,0.01990665988365663,24.0,-230.22222222222223,24,24,-256,-192
Cluster_368,368,9,0.01990665988365663,61.0,279.8888888888889,61,61,264,296
Cluster_369,369,9,0.01990665988365663,43.0,2583.4444444444443,43,43,2557,2616
Cluster_387,387,9,0.01990665988365663,37.0,2186.3333333333335,37,37,2152,2211
Cluster_595,595,9,0.01990665988365663,58.0,1005.4444444444445,58,58,983,1025
Cluster_251,251,8,0.01769480878547256,59.0,1876.0,59,59,1857,1896
Cluster_358,358,8,0.01769480878547256,55.0,-190.375,55,55,-219,-157
Cluster_999,999,8,0.01769480878547256,25.0,1857.625,25,25,1833,1871
Cluster_609,609,8,0.01769480878547256,47.0,1802.875,47,47,1784,1819
Cluster_620,620,8,0.01769480878547256,51.0,1072.375,51,51,1052,1096
Cluster_598,598,8,0.01769480878547256,42.0,1613.875,42,42,1598,1628
Cluster_421,421,8,0.01769480878547256,35.0,3177.375,35,35,3160,3188
Cluster_734,734,8,0.01769480878547256,48.0,1801.5,48,48,1778,1819
Cluster_727,727,8,0.01769480878547256,54.0,1621.75,54,54,1598,1636
Cluster_154,154,8,0.01769480878547256,47.0,1870.375,47,47,1851,1890
Cluster_137,137,8,0.01769480878547256,46.0,1481.375,46,46,1465,1497
Cluster_133,133,8,0.01769480878547256,49.0,3636.0,49,49,3608,3659
Cluster_748,748,8,0.01769480878547256,52.0,1708.375,52,52,1697,1727
Cluster_162,162,8,0.01769480878547256,41.0,2408.25,41,41,2397,2429
Cluster_464,464,8,0.01769480878547256,29.0,-302.125,29,29,-312,-287
Cluster_339,339,8,0.01769480878547256,56.0,1676.625,56,56,1654,1694
Cluster_953,953,8,0.01769480878547256,66.0,1.375,66,66,0,8
Cluster_449,449,8,0.01769480878547256,37.0,3053.0,37,37,3043,3075
Cluster_184,184,8,0.01769480878547256,42.0,1757.875,42,42,1736,1775
Cluster_468,468,8,0.01769480878547256,33.0,2229.625,33,33,2202,2254
Cluster_445,445,8,0.01769480878547256,36.0,2405.0,36,36,2390,2426
Cluster_551,551,8,0.01769480878547256,33.0,2995.875,33,33,2975,3024
Cluster_813,813,8,0.01769480878547256,34.0,1977.0,34,34,1965,1995
Cluster_645,645,8,0.01769480878547256,58.0,1618.25,58,58,1596,1640
Cluster_648,648,8,0.01769480878547256,29.0,1766.875,29,29,1739,1788
Cluster_678,678,8,0.01769480878547256,42.0,1208.5,42,42,1189,1225
Cluster_532,532,8,0.01769480878547256,50.0,-457.25,50,50,-470,-437
Cluster_227,227,8,0.01769480878547256,33.0,1847.0,33,33,1834,1862
Cluster_83,83,8,0.01769480878547256,23.0,159.875,23,23,145,178
Cluster_110,110,8,0.01769480878547256,39.0,2861.625,39,39,2841,2887
Cluster_796,796,8,0.01769480878547256,34.0,4955.375,34,34,4943,4963
Cluster_795,795,8,0.01769480878547256,34.0,3048.375,34,34,3031,3080
Cluster_792,792,8,0.01769480878547256,30.0,2683.25,30,30,2666,2708
Cluster_495,495,8,0.01769480878547256,33.0,2598.25,33,33,2583,2617
Cluster_519,519,8,0.01769480878547256,40.0,-613.375,40,40,-626,-605
Cluster_513,513,8,0.01769480878547256,53.0,1238.625,53,53,1225,1252
Cluster_321,321,8,0.01769480878547256,56.0,1126.625,56,56,1110,1150
Cluster_510,510,8,0.01769480878547256,34.0,-554.75,34,34,-578,-538
Cluster_493,493,8,0.01769480878547256,53.0,-379.25,53,53,-394,-363
Cluster_492,492,8,0.01769480878547256,27.0,1987.0,27,27,1972,1996
Cluster_482,482,8,0.01769480878547256,32.0,2466.25,32,32,2456,2481
Cluster_484,484,8,0.01769480878547256,32.0,3046.25,32,32,3027,3067
Cluster_235,235,8,0.01769480878547256,52.0,1148.5,52,52,1134,1177
Cluster_214,214,8,0.01769480878547256,31.0,2980.0,31,31,2951,3007
Cluster_100,100,8,0.01769480878547256,46.0,1532.25,46,46,1514,1550
Cluster_463,463,8,0.01769480878547256,33.0,2657.875,33,33,2637,2668
Cluster_317,317,8,0.01769480878547256,41.0,2172.5,41,41,2152,2195
Cluster_528,528,8,0.01769480878547256,42.0,-568.5,42,42,-593,-551
Cluster_669,669,8,0.01769480878547256,47.0,1985.625,47,47,1968,2010
Cluster_65,65,8,0.01769480878547256,51.0,2242.625,51,51,2235,2254
Cluster_554,554,8,0.01769480878547256,41.0,-675.125,41,41,-700,-648
Cluster_552,552,8,0.01769480878547256,29.0,1491.625,29,29,1472,1514
Cluster_63,63,8,0.01769480878547256,53.0,1837.375,53,53,1815,1868
Cluster_569,569,8,0.01769480878547256,28.0,1528.875,28,28,1507,1540
Cluster_624,624,8,0.01769480878547256,53.0,1952.5,53,53,1942,1961
Cluster_626,626,8,0.01769480878547256,36.0,2976.0,36,36,2944,3007
Cluster_577,577,8,0.01769480878547256,26.0,-287.625,26,26,-306,-266
Cluster_289,289,8,0.01769480878547256,59.0,2526.75,59,59,2512,2552
Cluster_560,560,8,0.01769480878547256,38.0,-461.375,38,38,-478,-433
Cluster_562,562,8,0.01769480878547256,25.0,1247.875,25,25,1231,1272
Cluster_564,564,8,0.01769480878547256,25.0,898.125,25,25,882,914
Cluster_159,159,7,0.015482957687288492,57.0,1350.857142857143,57,57,1335,1367
Cluster_261,261,7,0.015482957687288492,41.0,1139.5714285714287,41,41,1132,1147
Cluster_502,502,7,0.015482957687288492,30.0,2321.0,30,30,2303,2326
Cluster_497,497,7,0.015482957687288492,31.0,2918.4285714285716,31,31,2907,2937
Cluster_290,290,7,0.015482957687288492,48.0,1394.2857142857142,48,48,1375,1405
Cluster_985,985,7,0.015482957687288492,21.0,58.714285714285715,21,21,39,71
Cluster_828,828,7,0.015482957687288492,43.0,2112.5714285714284,43,43,2100,2126
Cluster_815,815,7,0.015482957687288492,53.0,2141.0,53,53,2124,2156
Cluster_829,829,7,0.015482957687288492,42.0,2623.8571428571427,42,42,2608,2646
Cluster_157,157,7,0.015482957687288492,41.0,1772.7142857142858,41,41,1755,1794
Cluster_460,460,7,0.015482957687288492,41.0,2476.4285714285716,41,41,2453,2498
Cluster_427,427,7,0.015482957687288492,37.0,2246.4285714285716,37,37,2235,2265
Cluster_417,417,7,0.015482957687288492,41.0,2574.714285714286,41,41,2550,2592
Cluster_908,908,7,0.015482957687288492,57.0,3759.5714285714284,57,57,3738,3783
Cluster_136,136,7,0.015482957687288492,52.0,-102.14285714285714,52,52,-110,-97
Cluster_677,677,7,0.015482957687288492,35.0,2082.5714285714284,35,35,2074,2088
Cluster_799,799,7,0.015482957687288492,47.0,-166.57142857142858,47,47,-187,-149
Cluster_362,362,7,0.015482957687288492,48.0,1004.7142857142857,48,48,998,1015
Cluster_456,456,7,0.015482957687288492,32.0,-460.85714285714283,32,32,-479,-446
Cluster_111,111,7,0.015482957687288492,59.0,-126.42857142857143,59,59,-139,-110
Cluster_894,894,7,0.015482957687288492,56.0,1275.5714285714287,56,56,1255,1297
Cluster_883,883,7,0.015482957687288492,43.0,2368.0,43,43,2355,2383
Cluster_349,349,7,0.015482957687288492,55.0,1337.142857142857,55,55,1320,1358
Cluster_956,956,7,0.015482957687288492,72.0,0.2857142857142857,72,72,0,2
Cluster_391,391,7,0.015482957687288492,46.0,2210.5714285714284,46,46,2196,2232
Cluster_341,341,7,0.015482957687288492,49.0,3039.1428571428573,49,49,3018,3063
Cluster_364,364,7,0.015482957687288492,24.0,760.1428571428571,24,24,736,782
Cluster_182,182,7,0.015482957687288492,50.0,1167.7142857142858,50,50,1158,1179
Cluster_429,429,7,0.015482957687288492,31.0,2143.5714285714284,31,31,2124,2166
Cluster_721,721,7,0.015482957687288492,39.0,2455.1428571428573,39,39,2445,2467
Cluster_720,720,7,0.015482957687288492,54.0,1243.5714285714287,54,54,1223,1258
Cluster_723,723,7,0.015482957687288492,57.0,1878.857142857143,57,57,1859,1896
Cluster_442,442,7,0.015482957687288492,35.0,2004.0,35,35,1987,2019
Cluster_733,733,7,0.015482957687288492,44.0,1867.857142857143,44,44,1850,1880
Cluster_763,763,7,0.015482957687288492,33.0,4395.857142857143,33,33,4369,4409
Cluster_412,412,7,0.015482957687288492,52.0,2436.4285714285716,52,52,2420,2455
Cluster_752,752,7,0.015482957687288492,47.0,2524.1428571428573,47,47,2500,2548
Cluster_916,916,7,0.015482957687288492,55.0,2049.0,55,55,2037,2074
Cluster_759,759,7,0.015482957687288492,56.0,1348.7142857142858,56,56,1333,1363
Cluster_0,0,7,0.015482957687288492,58.0,2146.714285714286,58,58,2126,2160
Cluster_434,434,7,0.015482957687288492,35.0,5258.857142857143,35,35,5250,5271
Cluster_593,593,7,0.015482957687288492,26.0,1605.2857142857142,26,26,1592,1624
Cluster_613,613,7,0.015482957687288492,36.0,4138.857142857143,36,36,4123,4148
Cluster_622,622,7,0.015482957687288492,36.0,2620.0,36,36,2596,2646
Cluster_607,607,7,0.015482957687288492,24.0,1234.857142857143,24,24,1222,1250
Cluster_249,249,7,0.015482957687288492,49.0,2209.0,49,49,2187,2226
Cluster_1009,1009,7,0.015482957687288492,63.0,0.2857142857142857,63,63,0,2
Cluster_852,852,7,0.015482957687288492,30.0,1923.142857142857,30,30,1908,1942
Cluster_767,767,7,0.015482957687288492,28.0,1290.0,28,28,1277,1306
Cluster_278,278,7,0.015482957687288492,43.0,3298.714285714286,43,43,3274,3327
Cluster_599,599,7,0.015482957687288492,29.0,1671.0,29,29,1661,1679
Cluster_627,627,7,0.015482957687288492,38.0,3240.714285714286,38,38,3228,3259
Cluster_601,601,7,0.015482957687288492,57.0,2535.4285714285716,57,57,2516,2550
Cluster_566,566,7,0.015482957687288492,46.0,1807.857142857143,46,46,1790,1823
Cluster_845,845,7,0.015482957687288492,33.0,2552.714285714286,33,33,2533,2565
Cluster_663,663,7,0.015482957687288492,53.0,1624.4285714285713,53,53,1619,1630
Cluster_664,664,7,0.015482957687288492,39.0,-481.7142857142857,39,39,-495,-468
Cluster_976,976,7,0.015482957687288492,19.0,101.28571428571429,19,19,88,108
Cluster_297,297,7,0.015482957687288492,45.0,1679.857142857143,45,45,1670,1691
Cluster_301,301,7,0.015482957687288492,28.0,1241.0,28,28,1232,1252
Cluster_548,548,7,0.015482957687288492,26.0,2009.0,26,26,1996,2026
Cluster_977,977,7,0.015482957687288492,23.0,578.5714285714286,23,23,556,598
Cluster_124,124,7,0.015482957687288492,59.0,833.1428571428571,59,59,817,848
Cluster_109,109,7,0.015482957687288492,48.0,1341.142857142857,48,48,1323,1355
Cluster_699,699,7,0.015482957687288492,59.0,2020.4285714285713,59,59,2011,2034
Cluster_308,308,7,0.015482957687288492,29.0,1945.7142857142858,29,29,1925,1958
Cluster_489,489,7,0.015482957687288492,25.0,-231.85714285714286,25,25,-250,-213
Cluster_871,871,7,0.015482957687288492,30.0,2781.285714285714,30,30,2766,2802
Cluster_504,504,7,0.015482957687288492,49.0,-348.0,49,49,-367,-327
Cluster_673,673,7,0.015482957687288492,58.0,1464.2857142857142,58,58,1455,1476
Cluster_522,522,7,0.015482957687288492,48.0,2686.1428571428573,48,48,2662,2707
Cluster_491,491,7,0.015482957687288492,35.0,-416.42857142857144,35,35,-441,-394
Cluster_783,783,7,0.015482957687288492,47.0,3458.4285714285716,47,47,3434,3480
Cluster_786,786,7,0.015482957687288492,41.0,1827.7142857142858,41,41,1819,1838
Cluster_217,217,7,0.015482957687288492,27.0,-310.57142857142856,27,27,-335,-289
Cluster_212,212,7,0.015482957687288492,26.0,-390.14285714285717,26,26,-402,-378
Cluster_741,741,6,0.013271106589104421,50.0,1396.0,50,50,1389,1412
Cluster_135,135,6,0.013271106589104421,55.0,1273.1666666666667,55,55,1261,1288
Cluster_462,462,6,0.013271106589104421,31.0,3184.0,31,31,3160,3201
Cluster_438,438,6,0.013271106589104421,33.0,3508.5,33,33,3495,3519
Cluster_435,435,6,0.013271106589104421,33.0,3259.8333333333335,33,33,3243,3269
Cluster_394,394,6,0.013271106589104421,54.0,2433.6666666666665,54,54,2419,2452
Cluster_395,395,6,0.013271106589104421,48.0,-471.5,48,48,-480,-460
Cluster_397,397,6,0.013271106589104421,50.0,2410.3333333333335,50,50,2402,2420
Cluster_768,768,6,0.013271106589104421,60.0,1139.0,60,60,1130,1145
Cluster_1002,1002,6,0.013271106589104421,36.0,4712.0,36,36,4693,4721
Cluster_1003,1003,6,0.013271106589104421,81.0,0.16666666666666666,81,81,0,1
Cluster_616,616,6,0.013271106589104421,41.0,2667.1666666666665,41,41,2646,2689
Cluster_268,268,6,0.013271106589104421,44.0,2884.8333333333335,44,44,2876,2897
Cluster_608,608,6,0.013271106589104421,51.0,1279.1666666666667,51,51,1267,1295
Cluster_847,847,6,0.013271106589104421,58.0,-374.8333333333333,58,58,-397,-354
Cluster_849,849,6,0.013271106589104421,58.0,1182.1666666666667,58,58,1166,1194
Cluster_853,853,6,0.013271106589104421,49.0,2150.5,49,49,2139,2169
Cluster_856,856,6,0.013271106589104421,30.0,2276.1666666666665,30,30,2261,2289
Cluster_855,855,6,0.013271106589104421,47.0,1649.8333333333333,47,47,1629,1675
Cluster_244,244,6,0.013271106589104421,24.0,603.6666666666666,24,24,596,620
Cluster_1016,1016,6,0.013271106589104421,68.0,2816.0,68,68,2812,2820
Cluster_754,754,6,0.013271106589104421,52.0,3430.5,52,52,3421,3440
Cluster_912,912,6,0.013271106589104421,34.0,2726.1666666666665,34,34,2720,2733
Cluster_739,739,6,0.013271106589104421,59.0,1726.0,59,59,1723,1729
Cluster_401,401,6,0.013271106589104421,46.0,2856.5,46,46,2836,2870
Cluster_430,430,6,0.013271106589104421,38.0,4389.666666666667,38,38,4366,4406
Cluster_774,774,6,0.013271106589104421,29.0,1712.8333333333333,29,29,1697,1729
Cluster_903,903,6,0.013271106589104421,41.0,1956.5,41,41,1934,1982
Cluster_166,166,6,0.013271106589104421,44.0,-612.3333333333334,44,44,-627,-600
Cluster_722,722,6,0.013271106589104421,45.0,1736.3333333333333,45,45,1723,1752
Cluster_764,764,6,0.013271106589104421,47.0,3521.8333333333335,47,47,3505,3533
Cluster_153,153,6,0.013271106589104421,35.0,3850.3333333333335,35,35,3831,3863
Cluster_409,409,6,0.013271106589104421,41.0,1889.3333333333333,41,41,1880,1905
Cluster_406,406,6,0.013271106589104421,42.0,1989.0,42,42,1977,2003
Cluster_404,404,6,0.013271106589104421,40.0,-495.5,40,40,-516,-476
Cluster_779,779,6,0.013271106589104421,36.0,3837.8333333333335,36,36,3819,3850
Cluster_775,775,6,0.013271106589104421,34.0,2367.8333333333335,34,34,2347,2378
Cluster_466,466,6,0.013271106589104421,57.0,1406.3333333333333,57,57,1401,1412
Cluster_470,470,6,0.013271106589104421,29.0,-568.8333333333334,29,29,-597,-547
Cluster_477,477,6,0.013271106589104421,39.0,2261.5,39,39,2245,2271
Cluster_473,473,6,0.013271106589104421,24.0,-150.66666666666666,24,24,-169,-126
Cluster_710,710,6,0.013271106589104421,40.0,2357.1666666666665,40,40,2338,2378
Cluster_714,714,6,0.013271106589104421,51.0,1999.5,51,51,1988,2011
Cluster_890,890,6,0.013271106589104421,50.0,5115.5,50,50,5108,5131
Cluster_361,361,6,0.013271106589104421,59.0,1422.0,59,59,1407,1427
Cluster_887,887,6,0.013271106589104421,34.0,2938.8333333333335,34,34,2918,2959
Cluster_363,363,6,0.013271106589104421,44.0,2984.3333333333335,44,44,2979,2999
Cluster_121,121,6,0.013271106589104421,48.0,3763.6666666666665,48,48,3752,3778
Cluster_120,120,6,0.013271106589104421,38.0,3049.8333333333335,38,38,3039,3057
Cluster_954,954,6,0.013271106589104421,56.0,2769.0,56,56,2749,2796
Cluster_679,679,6,0.013271106589104421,29.0,3315.1666666666665,29,29,3310,3331
Cluster_681,681,6,0.013271106589104421,51.0,1697.1666666666667,51,51,1679,1708
Cluster_674,674,6,0.013271106589104421,39.0,1831.8333333333333,39,39,1820,1846
Cluster_207,207,6,0.013271106589104421,55.0,-268.3333333333333,55,55,-288,-246
Cluster_966,966,6,0.013271106589104421,25.0,1413.5,25,25,1395,1433
Cluster_480,480,6,0.013271106589104421,27.0,1520.3333333333333,27,27,1501,1535
Cluster_479,479,6,0.013271106589104421,26.0,1278.8333333333333,26,26,1274,1292
Cluster_690,690,6,0.013271106589104421,50.0,-301.5,50,50,-315,-287
Cluster_697,697,6,0.013271106589104421,59.0,1310.1666666666667,59,59,1296,1321
Cluster_97,97,6,0.013271106589104421,59.0,-87.0,59,59,-91,-76
Cluster_974,974,6,0.013271106589104421,69.0,477.5,69,69,473,482
Cluster_505,505,6,0.013271106589104421,40.0,-436.3333333333333,40,40,-450,-426
Cluster_524,524,6,0.013271106589104421,37.0,4033.8333333333335,37,37,4017,4056
Cluster_526,526,6,0.013271106589104421,24.0,682.3333333333334,24,24,674,691
Cluster_517,517,6,0.013271106589104421,32.0,2616.5,32,32,2597,2629
Cluster_498,498,6,0.013271106589104421,31.0,2195.5,31,31,2190,2198
Cluster_330,330,6,0.013271106589104421,43.0,3176.8333333333335,43,43,3157,3196
Cluster_320,320,6,0.013271106589104421,20.0,71.5,20,20,53,88
Cluster_798,798,6,0.013271106589104421,49.0,819.1666666666666,49,49,808,827
Cluster_318,318,6,0.013271106589104421,57.0,3109.5,57,57,3100,3123
Cluster_876,876,6,0.013271106589104421,54.0,1663.3333333333333,54,54,1659,1670
Cluster_878,878,6,0.013271106589104421,55.0,1647.3333333333333,55,55,1633,1665
Cluster_228,228,6,0.013271106589104421,40.0,2571.1666666666665,40,40,2550,2591
Cluster_233,233,6,0.013271106589104421,40.0,3128.1666666666665,40,40,3122,3138
Cluster_230,230,6,0.013271106589104421,21.0,127.0,21,21,123,137
Cluster_804,804,6,0.013271106589104421,33.0,3071.5,33,33,3059,3090
Cluster_553,553,6,0.013271106589104421,28.0,1993.8333333333333,28,28,1984,2015
Cluster_657,657,6,0.013271106589104421,25.0,-284.8333333333333,25,25,-306,-268
Cluster_291,291,6,0.013271106589104421,47.0,2786.1666666666665,47,47,2775,2796
Cluster_292,292,6,0.013271106589104421,54.0,1694.5,54,54,1691,1705
Cluster_640,640,6,0.013271106589104421,58.0,2081.1666666666665,58,58,2073,2094
Cluster_652,652,6,0.013271106589104421,33.0,3453.0,33,33,3444,3470
Cluster_661,661,6,0.013271106589104421,54.0,2949.1666666666665,54,54,2933,2960
Cluster_555,555,6,0.013271106589104421,28.0,2927.6666666666665,28,28,2909,2954
Cluster_561,561,6,0.013271106589104421,26.0,865.3333333333334,26,26,855,877
Cluster_267,267,6,0.013271106589104421,57.0,1462.3333333333333,57,57,1458,1469
Cluster_586,586,6,0.013271106589104421,39.0,1748.8333333333333,39,39,1738,1757
Cluster_582,582,6,0.013271106589104421,59.0,742.6666666666666,59,59,729,754
Cluster_580,580,6,0.013271106589104421,50.0,2715.5,50,50,2695,2731
Cluster_568,568,6,0.013271106589104421,57.0,1504.0,57,57,1486,1521
Cluster_803,803,6,0.013271106589104421,25.0,2308.3333333333335,25,25,2305,2317
Cluster_565,565,6,0.013271106589104421,38.0,-574.5,38,38,-591,-558
Cluster_271,271,6,0.013271106589104421,47.0,2465.8333333333335,47,47,2443,2480
Cluster_630,630,6,0.013271106589104421,37.0,3568.5,37,37,3556,3574
Cluster_575,575,6,0.013271106589104421,36.0,3258.8333333333335,36,36,3241,3270
Cluster_576,576,6,0.013271106589104421,30.0,2030.1666666666667,30,30,2017,2046
Cluster_832,832,6,0.013271106589104421,52.0,2331.0,52,52,2309,2347
Cluster_277,277,6,0.013271106589104421,41.0,3130.8333333333335,41,41,3123,3140
Cluster_62,62,6,0.013271106589104421,53.0,1457.5,53,53,1442,1480
Cluster_61,61,6,0.013271106589104421,58.0,1069.3333333333333,58,58,1052,1080
Cluster_600,600,6,0.013271106589104421,37.0,3160.6666666666665,37,37,3141,3175
Cluster_59,59,5,0.01105925549092035,54.0,-55.2,54,54,-69,-41
Cluster_57,57,5,0.01105925549092035,40.0,4385.4,40,40,4370,4396
Cluster_990,990,5,0.01105925549092035,50.0,950.8,50,50,938,964
Cluster_989,989,5,0.01105925549092035,50.0,2799.8,50,50,2790,2812
Cluster_988,988,5,0.01105925549092035,46.0,1437.4,46,46,1427,1448
Cluster_632,632,5,0.01105925549092035,60.0,2520.4,60,60,2508,2537
Cluster_628,628,5,0.01105925549092035,39.0,1798.2,39,39,1790,1802
Cluster_625,625,5,0.01105925549092035,39.0,2756.8,39,39,2749,2765
Cluster_623,623,5,0.01105925549092035,54.0,3789.2,54,54,3777,3797
Cluster_605,605,5,0.01105925549092035,51.0,2635.8,51,51,2632,2642
Cluster_604,604,5,0.01105925549092035,52.0,2135.8,52,52,2122,2144
Cluster_603,603,5,0.01105925549092035,50.0,2055.6,50,50,2040,2065
Cluster_602,602,5,0.01105925549092035,53.0,2643.2,53,53,2627,2656
Cluster_591,591,5,0.01105925549092035,44.0,1590.8,44,44,1588,1593
Cluster_618,618,5,0.01105925549092035,46.0,2901.4,46,46,2889,2911
Cluster_981,981,5,0.01105925549092035,41.0,2238.8,41,41,2226,2251
Cluster_107,107,5,0.01105925549092035,55.0,2309.2,55,55,2298,2325
Cluster_96,96,5,0.01105925549092035,39.0,1882.0,39,39,1873,1891
Cluster_968,968,5,0.01105925549092035,33.0,2171.0,33,33,2155,2184
Cluster_563,563,5,0.01105925549092035,57.0,1562.0,57,57,1540,1577
Cluster_589,589,5,0.01105925549092035,51.0,3181.6,51,51,3170,3188
Cluster_588,588,5,0.01105925549092035,28.0,1726.0,28,28,1705,1736
Cluster_584,584,5,0.01105925549092035,38.0,2068.8,38,38,2048,2084
Cluster_578,578,5,0.01105925549092035,39.0,-981.2,39,39,-999,-971
Cluster_963,963,5,0.01105925549092035,53.0,1914.4,53,53,1903,1925
Cluster_962,962,5,0.01105925549092035,77.0,0.0,77,77,0,0
Cluster_961,961,5,0.01105925549092035,24.0,1294.0,24,24,1283,1299
Cluster_958,958,5,0.01105925549092035,26.0,2506.6,26,26,2503,2509
Cluster_955,955,5,0.01105925549092035,66.0,207.2,66,66,203,220
Cluster_950,950,5,0.01105925549092035,31.0,3518.0,31,31,3500,3540
Cluster_946,946,5,0.01105925549092035,26.0,2170.0,26,26,2158,2182
Cluster_134,134,5,0.01105925549092035,53.0,-293.0,53,53,-309,-285
Cluster_131,131,5,0.01105925549092035,37.0,-202.6,37,37,-212,-196
Cluster_127,127,5,0.01105925549092035,58.0,1108.8,58,58,1101,1119
Cluster_936,936,5,0.01105925549092035,41.0,4058.0,41,41,4047,4070
Cluster_658,658,5,0.01105925549092035,48.0,2327.4,48,48,2313,2345
Cluster_656,656,5,0.01105925549092035,28.0,1949.8,28,28,1942,1958
Cluster_549,549,5,0.01105925549092035,53.0,-478.2,53,53,-491,-462
Cluster_544,544,5,0.01105925549092035,56.0,-155.2,56,56,-166,-141
Cluster_647,647,5,0.01105925549092035,54.0,1549.8,54,54,1544,1561
Cluster_930,930,5,0.01105925549092035,34.0,4249.4,34,34,4231,4260
Cluster_929,929,5,0.01105925549092035,48.0,-543.0,48,48,-552,-530
Cluster_927,927,5,0.01105925549092035,44.0,3945.4,44,44,3932,3959
Cluster_158,158,5,0.01105925549092035,57.0,3063.4,57,57,3043,3082
Cluster_155,155,5,0.01105925549092035,41.0,1709.6,41,41,1696,1717
Cluster_926,926,5,0.01105925549092035,33.0,5149.6,33,33,5137,5164
Cluster_925,925,5,0.01105925549092035,31.0,3645.8,31,31,3625,3659
Cluster_923,923,5,0.01105925549092035,44.0,1537.6,44,44,1529,1548
Cluster_922,922,5,0.01105925549092035,31.0,8297.0,31,31,8279,8312
Cluster_921,921,5,0.01105925549092035,37.0,3949.4,37,37,3943,3954
Cluster_534,534,5,0.01105925549092035,52.0,867.6,52,52,851,876
Cluster_529,529,5,0.01105925549092035,39.0,2811.0,39,39,2805,2822
Cluster_670,670,5,0.01105925549092035,52.0,1114.2,52,52,1111,1117
Cluster_667,667,5,0.01105925549092035,59.0,1463.6,59,59,1449,1473
Cluster_665,665,5,0.01105925549092035,37.0,2127.8,37,37,2120,2139
Cluster_660,660,5,0.01105925549092035,28.0,-391.4,28,28,-403,-380
Cluster_917,917,5,0.01105925549092035,43.0,1569.4,43,43,1558,1579
Cluster_913,913,5,0.01105925549092035,50.0,2600.8,50,50,2590,2611
Cluster_168,168,5,0.01105925549092035,43.0,2323.2,43,43,2309,2344
Cluster_160,160,5,0.01105925549092035,26.0,2781.4,26,26,2770,2786
Cluster_175,175,5,0.01105925549092035,40.0,-279.4,40,40,-283,-275
Cluster_892,892,5,0.01105925549092035,45.0,2355.2,45,45,2348,2363
